Source Directory,Category,Image File,True Class,Predicted Class,Confidence (%),Result
Test Leaves - Sze Ching/,Apple - Black Rot,Apple Black Rot 2.jpg,Apple___Black_rot,Apple___Cedar_apple_rust,70.60,INCORRECT
Test Leaves - Sze Ching/,Apple - Black Rot,Apple Black Rot 5.jpg,Apple___Black_rot,Peach___Bacterial_spot,37.11,INCORRECT
Test Leaves - Sze Ching/,Apple - Black Rot,Apple Black Rot 4.jpg,Apple___Black_rot,Tomato___Septoria_leaf_spot,55.96,INCORRECT
Test Leaves - Sze Ching/,Apple - Black Rot,Apple Black Rot 1.webp,Apple___Black_rot,Apple___Black_rot,100.00,CORRECT
Test Leaves - Sze Ching/,Apple - Cedar Rust Leaf,Apple Cedar Rust Leaf 3.webp,Apple___Cedar_apple_rust,Tomato___Septoria_leaf_spot,59.94,INCORRECT
Test Leaves - Sze Ching/,Apple - Cedar Rust Leaf,Apple Cedar Rust Leaf 1.jpg,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust,53.31,CORRECT
Test Leaves - Sze Ching/,Apple - Cedar Rust Leaf,Apple Cedar Rust Leaf 2.jpg,Apple___Cedar_apple_rust,Grape___Black_rot,72.47,INCORRECT
Test Leaves - Sze Ching/,Apple - Cedar Rust Leaf,Apple Cedar Rust Leaf 4.jpg,Apple___Cedar_apple_rust,Peach___Bacterial_spot,83.70,INCORRECT
Test Leaves - Sze Ching/,Apple - Cedar Rust Leaf,Apple Cedar Rust Leaf 5.png,Apple___Cedar_apple_rust,Grape___Esca_(Black_Measles),47.90,INCORRECT
Test Leaves - Sze Ching/,Apple - Healthy,Apple Healthy 1.webp,Apple___healthy,Apple___healthy,29.61,CORRECT
Test Leaves - Sze Ching/,Apple - Healthy,Apple Healthy 3.jpg,Apple___healthy,Grape___healthy,56.81,INCORRECT
Test Leaves - Sze Ching/,Apple - Healthy,Apple Healthy 4.png,Apple___healthy,Cherry_(including_sour)___healthy,36.74,INCORRECT
Test Leaves - Sze Ching/,Apple - Healthy,Apple Healthy 5.jpg,Apple___healthy,Apple___Cedar_apple_rust,70.60,INCORRECT
Test Leaves - Sze Ching/,Apple - Healthy,Apple Healthy 2.webp,Apple___healthy,Soybean___healthy,72.13,INCORRECT
Test Leaves - Sze Ching/,Apple - Scab,Apple Scab 5.jpg,Apple___Apple_scab,Apple___Apple_scab,65.63,CORRECT
Test Leaves - Sze Ching/,Apple - Scab,Apple Scab 4.jpg,Apple___Apple_scab,Tomato___Early_blight,29.70,INCORRECT
Test Leaves - Sze Ching/,Apple - Scab,Apple Scab 3.jpg,Apple___Apple_scab,Peach___Bacterial_spot,50.80,INCORRECT
Test Leaves - Sze Ching/,Apple - Scab,Apple Scab 2.jpg,Apple___Apple_scab,Apple___Apple_scab,55.05,CORRECT
Test Leaves - Sze Ching/,Apple - Scab,Apple Scab 1.jpg,Apple___Apple_scab,Potato___Early_blight,92.11,INCORRECT
Test Leaves - Sze Ching/,Blueberry - Healthy,Blueberry Healthy 3.jpg,Blueberry___healthy,Apple___Apple_scab,15.33,INCORRECT
Test Leaves - Sze Ching/,Blueberry - Healthy,Blueberry Healthy 1.webp,Blueberry___healthy,Blueberry___healthy,99.62,CORRECT
Test Leaves - Sze Ching/,Blueberry - Healthy,Blueberry Healthy 2.jpg,Blueberry___healthy,Apple___Black_rot,42.69,INCORRECT
Test Leaves - Sze Ching/,Blueberry - Healthy,Blueberry Healthy 5.jpg,Blueberry___healthy,"Pepper,_bell___healthy",50.40,INCORRECT
Test Leaves - Sze Ching/,Blueberry - Healthy,Blueberry Healthy 4.jpg,Blueberry___healthy,Grape___Esca_(Black_Measles),75.35,INCORRECT
Test Leaves - Sze Ching/,Cherry - Healthy,Cherry Healthy 2.jpg,Cherry_(including_sour)___healthy,"Pepper,_bell___healthy",44.95,INCORRECT
Test Leaves - Sze Ching/,Cherry - Healthy,Cherry Healthy 3.jpg,Cherry_(including_sour)___healthy,Cherry_(including_sour)___healthy,18.11,CORRECT
Test Leaves - Sze Ching/,Cherry - Healthy,Cherry Healthy 1.jpg,Cherry_(including_sour)___healthy,Apple___healthy,69.54,INCORRECT
Test Leaves - Sze Ching/,Cherry - Healthy,Cherry Healthy 4.jpg,Cherry_(including_sour)___healthy,Raspberry___healthy,96.18,INCORRECT
Test Leaves - Sze Ching/,Cherry - Healthy,Cherry Healthy 5.jpg,Cherry_(including_sour)___healthy,Apple___healthy,12.90,INCORRECT
Test Leaves - Sze Ching/,Cherry - Powdery,Cherry Powdery 2.jpg,Cherry_(including_sour)___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,53.26,CORRECT
Test Leaves - Sze Ching/,Cherry - Powdery,Cherry Powdery 1.png,Cherry_(including_sour)___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,28.55,CORRECT
Test Leaves - Sze Ching/,Cherry - Powdery,Cherry Powdery 4.jpg,Cherry_(including_sour)___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,90.78,CORRECT
Test Leaves - Sze Ching/,Cherry - Powdery,Cherry Powdery 5.png,Cherry_(including_sour)___Powdery_mildew,Corn_(maize)___Northern_Leaf_Blight,58.46,INCORRECT
Test Leaves - Sze Ching/,Corn - Common Rust,Corn Common Rust 3.jpeg,Corn_(maize)___Common_rust_,Corn_(maize)___Northern_Leaf_Blight,82.72,INCORRECT
Test Leaves - Sze Ching/,Corn - Common Rust,Corn Common Rust 1.jpg,Corn_(maize)___Common_rust_,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,47.57,INCORRECT
Test Leaves - Sze Ching/,Corn - Common Rust,Corn Common Rust 5.jpg,Corn_(maize)___Common_rust_,Corn_(maize)___Northern_Leaf_Blight,79.94,INCORRECT
Test Leaves - Sze Ching/,Corn - Common Rust,Corn Common Rust 2.webp,Corn_(maize)___Common_rust_,Corn_(maize)___Northern_Leaf_Blight,38.60,INCORRECT
Test Leaves - Sze Ching/,Corn - Common Rust,Corn Common Rust 4.webp,Corn_(maize)___Common_rust_,Corn_(maize)___Common_rust_,69.61,CORRECT
Test Leaves - Sze Ching/,Corn - Gray Leaf Spot,Corn Gray Leaf Spot 4.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Apple___Apple_scab,11.51,INCORRECT
Test Leaves - Sze Ching/,Corn - Gray Leaf Spot,Corn Gray Leaf Spot 5.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,65.44,CORRECT
Test Leaves - Sze Ching/,Corn - Gray Leaf Spot,Corn Gray Leaf Spot 3.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,30.91,CORRECT
Test Leaves - Sze Ching/,Corn - Gray Leaf Spot,Corn Gray Leaf Spot 2.webp,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,49.62,CORRECT
Test Leaves - Sze Ching/,Corn - Healthy,Corn Healthy 5.jpg,Corn_(maize)___healthy,Cherry_(including_sour)___healthy,30.06,INCORRECT
Test Leaves - Sze Ching/,Corn - Healthy,Corn Healthy 4.jpg,Corn_(maize)___healthy,Corn_(maize)___healthy,22.36,CORRECT
Test Leaves - Sze Ching/,Corn - Healthy,Corn Healthy 3.jpg,Corn_(maize)___healthy,Corn_(maize)___healthy,95.06,CORRECT
Test Leaves - Sze Ching/,Corn - Healthy,Corn Healthy 1.jpg,Corn_(maize)___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,12.30,INCORRECT
Test Leaves - Sze Ching/,Corn - Healthy,Corn Healthy 2.webp,Corn_(maize)___healthy,Tomato___Late_blight,23.40,INCORRECT
Test Leaves - Sze Ching/,Corn - Leaf Blight,Corn Leaf Blight 5.png,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Northern_Leaf_Blight,97.12,CORRECT
Test Leaves - Sze Ching/,Corn - Leaf Blight,Corn Leaf Blight 4.jpg,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Northern_Leaf_Blight,51.37,CORRECT
Test Leaves - Sze Ching/,Corn - Leaf Blight,Corn Leaf Blight 2.webp,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Northern_Leaf_Blight,68.35,CORRECT
Test Leaves - Sze Ching/,Corn - Leaf Blight,Corn Leaf Blight 1.webp,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Northern_Leaf_Blight,44.88,CORRECT
Test Leaves - Sze Ching/,Grape - Black Measles,Grape Black Measles 1.jpg,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),99.73,CORRECT
Test Leaves - Sze Ching/,Grape - Black Measles,Grape Black Measles 3.jpg,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),36.85,CORRECT
Test Leaves - Sze Ching/,Grape - Black Measles,Grape Black Measles 2.jpg,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),99.98,CORRECT
Test Leaves - Sze Ching/,Grape - Black Measles,Grape Black Measles 5.jpg,Grape___Esca_(Black_Measles),Tomato___Late_blight,43.41,INCORRECT
Test Leaves - Sze Ching/,Grape - Black Measles,Grape Black Measles 4.jpg,Grape___Esca_(Black_Measles),"Pepper,_bell___Bacterial_spot",40.07,INCORRECT
Test Leaves - Sze Ching/,Grape - Black Rot,Grape Black Rot 1.jpg,Grape___Black_rot,Grape___Black_rot,85.52,CORRECT
Test Leaves - Sze Ching/,Grape - Black Rot,Grape Black Rot 3.jpg,Grape___Black_rot,Strawberry___Leaf_scorch,96.50,INCORRECT
Test Leaves - Sze Ching/,Grape - Black Rot,Grape Black Rot 2.jpg,Grape___Black_rot,Grape___Black_rot,93.86,CORRECT
Test Leaves - Sze Ching/,Grape - Black Rot,G.B.R 5 (Peach Bacterial_spot 95.2).jpg,Grape___Black_rot,Peach___Bacterial_spot,61.55,INCORRECT
Test Leaves - Sze Ching/,Grape - Healthy,Grape Healthy 3.jpg,Grape___healthy,Tomato___Late_blight,27.47,INCORRECT
Test Leaves - Sze Ching/,Grape - Healthy,Grape Healthy 2.jpg,Grape___healthy,Grape___healthy,67.68,CORRECT
Test Leaves - Sze Ching/,Grape - Healthy,Grape Healthy 1.webp,Grape___healthy,Grape___healthy,34.38,CORRECT
Test Leaves - Sze Ching/,Grape - Healthy,Grape Healthy 5.jpg,Grape___healthy,Grape___healthy,97.37,CORRECT
Test Leaves - Sze Ching/,Grape - Healthy,Grape Healthy 4.jpg,Grape___healthy,Grape___healthy,65.12,CORRECT
Test Leaves - Sze Ching/,Grape - Isariopsis Leaf Spot,Grape Isariopsis Leaf Spot 1.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),94.53,CORRECT
Test Leaves - Sze Ching/,Grape - Isariopsis Leaf Spot,Grape Isariopsis Leaf Spot 3.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),100.00,CORRECT
Test Leaves - Sze Ching/,Grape - Isariopsis Leaf Spot,Grape Isariopsis Leaf Spot 2.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),100.00,CORRECT
Test Leaves - Sze Ching/,Grape - Isariopsis Leaf Spot,Grape Isariopsis Leaf Spot 5.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Black_rot,100.00,INCORRECT
Test Leaves - Sze Ching/,Grape - Isariopsis Leaf Spot,Grape Isariopsis Leaf Spot 4.png,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Black_rot,23.07,INCORRECT
Test Leaves - Sze Ching/,Orange - Citrus Greening,Orange Citrus Greening 1.webp,Orange___Haunglongbing_(Citrus_greening),Tomato___Late_blight,29.62,INCORRECT
Test Leaves - Sze Ching/,Orange - Citrus Greening,Orange Citrus Greening 2.jpg,Orange___Haunglongbing_(Citrus_greening),Tomato___Late_blight,14.13,INCORRECT
Test Leaves - Sze Ching/,Orange - Citrus Greening,Orange Citrus Greening 3.jpg,Orange___Haunglongbing_(Citrus_greening),Tomato___Tomato_Yellow_Leaf_Curl_Virus,54.92,INCORRECT
Test Leaves - Sze Ching/,Orange - Citrus Greening,Orange Citrus Greening 4.jpg,Orange___Haunglongbing_(Citrus_greening),Cherry_(including_sour)___healthy,95.05,INCORRECT
Test Leaves - Sze Ching/,Orange - Citrus Greening,Orange Citrus Greening 5.jpg,Orange___Haunglongbing_(Citrus_greening),Tomato___Late_blight,28.29,INCORRECT
Test Leaves - Sze Ching/,Peach - Bacterial Spot,Peach Bacterial Spot 2.jpg,Peach___Bacterial_spot,Grape___Black_rot,50.79,INCORRECT
Test Leaves - Sze Ching/,Peach - Bacterial Spot,Peach Bacterial Spot 3.jpg,Peach___Bacterial_spot,Tomato___Septoria_leaf_spot,35.22,INCORRECT
Test Leaves - Sze Ching/,Peach - Bacterial Spot,Peach Bacterial Spot 1.jpg,Peach___Bacterial_spot,Peach___Bacterial_spot,99.63,CORRECT
Test Leaves - Sze Ching/,Peach - Bacterial Spot,Peach Bacterial Spot 4.jpg,Peach___Bacterial_spot,Potato___Early_blight,99.99,INCORRECT
Test Leaves - Sze Ching/,Peach - Bacterial Spot,Peach Bacterial Spot 5.jpg,Peach___Bacterial_spot,Tomato___Early_blight,21.70,INCORRECT
Test Leaves - Sze Ching/,Peach - Healthy,Peach Healthy 2.webp,Peach___healthy,Peach___Bacterial_spot,22.69,INCORRECT
Test Leaves - Sze Ching/,Peach - Healthy,Peach Healthy 3.jpeg,Peach___healthy,Tomato___Septoria_leaf_spot,19.62,INCORRECT
Test Leaves - Sze Ching/,Peach - Healthy,Peach Healthy 4.jpg,Peach___healthy,Peach___Bacterial_spot,14.09,INCORRECT
Test Leaves - Sze Ching/,Peach - Healthy,Peach Healthy 5.jpg,Peach___healthy,Soybean___healthy,68.57,INCORRECT
Test Leaves - Sze Ching/,Pepper - Bacterial Spot,Pepper Bacterial Spot 5.jpg,"Pepper,_bell___Bacterial_spot",Tomato___Early_blight,32.91,INCORRECT
Test Leaves - Sze Ching/,Pepper - Bacterial Spot,Pepper Bacterial Spot 4.jpg,"Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",98.81,CORRECT
Test Leaves - Sze Ching/,Pepper - Bacterial Spot,Pepper Bacterial Spot 3.jpg,"Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",21.69,CORRECT
Test Leaves - Sze Ching/,Pepper - Bacterial Spot,Pepper Bacterial Spot 2.png,"Pepper,_bell___Bacterial_spot",Potato___Early_blight,93.77,INCORRECT
Test Leaves - Sze Ching/,Pepper - Bacterial Spot,Pepper Bacterial Spot 1.jpg,"Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",95.45,CORRECT
Test Leaves - Sze Ching/,Pepper - Healthy,Pepper Healthy 3.webp,"Pepper,_bell___healthy","Pepper,_bell___healthy",63.29,CORRECT
Test Leaves - Sze Ching/,Pepper - Healthy,Pepper Healthy 2.jpg,"Pepper,_bell___healthy","Pepper,_bell___healthy",23.99,CORRECT
Test Leaves - Sze Ching/,Pepper - Healthy,Pepper Healthy 5.jpg,"Pepper,_bell___healthy","Pepper,_bell___healthy",98.66,CORRECT
Test Leaves - Sze Ching/,Pepper - Healthy,Pepper Healthy 4.jpg,"Pepper,_bell___healthy",Apple___Apple_scab,10.90,INCORRECT
Test Leaves - Sze Ching/,Potato - Early Blight,Potato Early Blight 3.webp,Potato___Early_blight,Potato___Early_blight,36.48,CORRECT
Test Leaves - Sze Ching/,Potato - Early Blight,Potato Early Blight 5.jpg,Potato___Early_blight,Potato___Early_blight,99.48,CORRECT
Test Leaves - Sze Ching/,Potato - Early Blight,Potato Early Blight 4.jpg,Potato___Early_blight,Tomato___Septoria_leaf_spot,92.67,INCORRECT
Test Leaves - Sze Ching/,Potato - Early Blight,Potato Early Blight 2.jpg,Potato___Early_blight,Potato___Early_blight,44.08,CORRECT
Test Leaves - Sze Ching/,Potato - Early Blight,Potato Early Blight 1.jpg,Potato___Early_blight,Potato___Early_blight,99.75,CORRECT
Test Leaves - Sze Ching/,Potato - Healthy,Potato Healthy 1.jpg,Potato___healthy,Tomato___healthy,18.04,INCORRECT
Test Leaves - Sze Ching/,Potato - Healthy,Potato Healthy 5.jpg,Potato___healthy,"Pepper,_bell___healthy",30.38,INCORRECT
Test Leaves - Sze Ching/,Potato - Healthy,Potato Healthy 4.webp,Potato___healthy,Potato___healthy,94.25,CORRECT
Test Leaves - Sze Ching/,Potato - Healthy,Potato Healthy 3.webp,Potato___healthy,Blueberry___healthy,67.05,INCORRECT
Test Leaves - Sze Ching/,Potato - Late Blight,Potato Late Blight 4.jpg,Potato___Late_blight,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),73.06,INCORRECT
Test Leaves - Sze Ching/,Potato - Late Blight,Potato Late Blight 5.jpg,Potato___Late_blight,Tomato___Late_blight,53.91,INCORRECT
Test Leaves - Sze Ching/,Potato - Late Blight,Potato Late Blight 1.jpg,Potato___Late_blight,Tomato___Late_blight,97.33,INCORRECT
Test Leaves - Sze Ching/,Potato - Late Blight,Potato Late Blight 2.jpg,Potato___Late_blight,Potato___Late_blight,60.18,CORRECT
Test Leaves - Sze Ching/,Potato - Late Blight,Potato Late Blight 3.jpg,Potato___Late_blight,Tomato___Late_blight,96.63,INCORRECT
Test Leaves - Sze Ching/,Raspberry - Healthy,Raspberry Healthy 3.webp,Raspberry___healthy,Strawberry___healthy,28.48,INCORRECT
Test Leaves - Sze Ching/,Raspberry - Healthy,Raspberry Healthy 2.webp,Raspberry___healthy,Raspberry___healthy,99.46,CORRECT
Test Leaves - Sze Ching/,Raspberry - Healthy,Raspberry Healthy 5.jpg,Raspberry___healthy,Blueberry___healthy,31.91,INCORRECT
Test Leaves - Sze Ching/,Raspberry - Healthy,Raspberry Healthy 1.webp,Raspberry___healthy,"Pepper,_bell___healthy",20.21,INCORRECT
Test Leaves - Sze Ching/,Soybean - Healthy,Soybean Healthy 2.jpg,Soybean___healthy,Apple___Apple_scab,13.21,INCORRECT
Test Leaves - Sze Ching/,Soybean - Healthy,Soybean Healthy 5.jpg,Soybean___healthy,Blueberry___healthy,65.11,INCORRECT
Test Leaves - Sze Ching/,Soybean - Healthy,Soybean Healthy 4.jpg,Soybean___healthy,Soybean___healthy,99.99,CORRECT
Test Leaves - Sze Ching/,Soybean - Healthy,Soybean Healthy 3.webp,Soybean___healthy,Tomato___Septoria_leaf_spot,27.60,INCORRECT
Test Leaves - Sze Ching/,Soybean - Healthy,Soybean Healthy 1.webp,Soybean___healthy,Soybean___healthy,53.84,CORRECT
Test Leaves - Sze Ching/,Squash - Powdery,Squash Powdery 3.jpg,Squash___Powdery_mildew,Squash___Powdery_mildew,99.77,CORRECT
Test Leaves - Sze Ching/,Squash - Powdery,Squash Powdery 1.jpg,Squash___Powdery_mildew,Squash___Powdery_mildew,70.74,CORRECT
Test Leaves - Sze Ching/,Squash - Powdery,Squash Powdery 5.jpg,Squash___Powdery_mildew,Squash___Powdery_mildew,26.42,CORRECT
Test Leaves - Sze Ching/,Squash - Powdery,Squash Powdery 2.webp,Squash___Powdery_mildew,Squash___Powdery_mildew,99.74,CORRECT
Test Leaves - Sze Ching/,Squash - Powdery,Squash Powdery 4.webp,Squash___Powdery_mildew,Grape___Black_rot,12.86,INCORRECT
Test Leaves - Sze Ching/,Strawberry - Healthy,Strawberry Healthy 1.webp,Strawberry___healthy,Strawberry___healthy,93.56,CORRECT
Test Leaves - Sze Ching/,Strawberry - Healthy,Strawberry Healthy 3.webp,Strawberry___healthy,"Pepper,_bell___Bacterial_spot",36.93,INCORRECT
Test Leaves - Sze Ching/,Strawberry - Healthy,Strawberry Healthy 2.jpg,Strawberry___healthy,Tomato___Early_blight,45.50,INCORRECT
Test Leaves - Sze Ching/,Strawberry - Healthy,Strawberry Healthy 4.webp,Strawberry___healthy,Corn_(maize)___Common_rust_,91.79,INCORRECT
Test Leaves - Sze Ching/,Strawberry - Healthy,Strawberry Healthy 5.jpg,Strawberry___healthy,Apple___Apple_scab,12.24,INCORRECT
Test Leaves - Sze Ching/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 2.webp,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,76.74,CORRECT
Test Leaves - Sze Ching/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 3.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,24.86,CORRECT
Test Leaves - Sze Ching/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 1.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,89.67,CORRECT
Test Leaves - Sze Ching/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 5.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,100.00,CORRECT
Test Leaves - Sze Ching/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 4.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,100.00,CORRECT
Test Leaves - Sze Ching/,Tomato - Bacterial Spot,Tomato Bacterial Spot 4.jpg,Tomato___Bacterial_spot,Tomato___Septoria_leaf_spot,60.32,INCORRECT
Test Leaves - Sze Ching/,Tomato - Bacterial Spot,Tomato Bacterial Spot 5.JPG,Tomato___Bacterial_spot,Strawberry___Leaf_scorch,93.40,INCORRECT
Test Leaves - Sze Ching/,Tomato - Bacterial Spot,Tomato Bacterial Spot 2.jpg,Tomato___Bacterial_spot,Tomato___Early_blight,38.24,INCORRECT
Test Leaves - Sze Ching/,Tomato - Bacterial Spot,Tomato Bacterial Spot 3.jpg,Tomato___Bacterial_spot,Tomato___Early_blight,99.18,INCORRECT
Test Leaves - Sze Ching/,Tomato - Bacterial Spot,Tomato Bacterial Spot 1.jpg,Tomato___Bacterial_spot,"Pepper,_bell___Bacterial_spot",99.65,INCORRECT
Test Leaves - Sze Ching/,Tomato - Early Blight,Tomato Early Blight 1.jpg,Tomato___Early_blight,Tomato___Early_blight,97.54,CORRECT
Test Leaves - Sze Ching/,Tomato - Early Blight,Tomato Early Blight 3.jpg,Tomato___Early_blight,Tomato___Septoria_leaf_spot,97.09,INCORRECT
Test Leaves - Sze Ching/,Tomato - Early Blight,Tomato Early Blight 2.jpg,Tomato___Early_blight,Tomato___Septoria_leaf_spot,59.05,INCORRECT
Test Leaves - Sze Ching/,Tomato - Early Blight,Tomato Early Blight 4.jpg,Tomato___Early_blight,Tomato___Late_blight,79.13,INCORRECT
Test Leaves - Sze Ching/,Tomato - Healthy,Tomato Healthy 1.jpg,Tomato___healthy,Tomato___healthy,62.78,CORRECT
Test Leaves - Sze Ching/,Tomato - Healthy,Tomato Healthy 5.jpg,Tomato___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,33.88,INCORRECT
Test Leaves - Sze Ching/,Tomato - Healthy,Tomato Healthy 2.webp,Tomato___healthy,Tomato___Late_blight,12.08,INCORRECT
Test Leaves - Sze Ching/,Tomato - Healthy,Tomato Healthy 3.webp,Tomato___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,57.45,INCORRECT
Test Leaves - Sze Ching/,Tomato - Healthy,Tomato Healthy 4.webp,Tomato___healthy,Strawberry___healthy,34.27,INCORRECT
Test Leaves - Sze Ching/,Tomato - Late Blight,Tomato Late Blight 4.webp,Tomato___Late_blight,Tomato___Late_blight,30.75,CORRECT
Test Leaves - Sze Ching/,Tomato - Late Blight,Tomato Late Blight 2.jpg,Tomato___Late_blight,Tomato___Early_blight,24.12,INCORRECT
Test Leaves - Sze Ching/,Tomato - Late Blight,Tomato Late Blight 1.jpg,Tomato___Late_blight,Tomato___Late_blight,96.20,CORRECT
Test Leaves - Sze Ching/,Tomato - Late Blight,Tomato Late Blight 5.jpg,Tomato___Late_blight,Tomato___Late_blight,99.68,CORRECT
Test Leaves - Sze Ching/,Tomato - Late Blight,Tomato Late Blight 3.webp,Tomato___Late_blight,Tomato___Early_blight,28.25,INCORRECT
Test Leaves - Sze Ching/,Tomato - Leaf Mold,Tomato Leaf Mold 5.jpeg,Tomato___Leaf_Mold,Tomato___Septoria_leaf_spot,99.53,INCORRECT
Test Leaves - Sze Ching/,Tomato - Leaf Mold,Tomato Leaf Mold 1.jpg,Tomato___Leaf_Mold,Tomato___Septoria_leaf_spot,63.70,INCORRECT
Test Leaves - Sze Ching/,Tomato - Leaf Mold,Tomato Leaf Mold 3.jpg,Tomato___Leaf_Mold,Tomato___Late_blight,27.24,INCORRECT
Test Leaves - Sze Ching/,Tomato - Leaf Mold,Tomato Leaf Mold 2.jpg,Tomato___Leaf_Mold,Tomato___Late_blight,89.50,INCORRECT
Test Leaves - Sze Ching/,Tomato - Leaf Mold,Tomato Leaf Mold 4.jpg,Tomato___Leaf_Mold,Grape___Black_rot,53.34,INCORRECT
Test Leaves - Sze Ching/,Tomato - Mosaic Virus,Tomato Mosaic Virus 2.png,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,93.69,INCORRECT
Test Leaves - Sze Ching/,Tomato - Mosaic Virus,Tomato Mosaic Virus 3.png,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,97.88,INCORRECT
Test Leaves - Sze Ching/,Tomato - Mosaic Virus,Tomato Mosaic Virus 4.webp,Tomato___Tomato_mosaic_virus,Tomato___Target_Spot,10.38,INCORRECT
Test Leaves - Sze Ching/,Tomato - Mosaic Virus,Tomato Mosaic Virus 5.webp,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,97.85,INCORRECT
Test Leaves - Sze Ching/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 5.jpg,Tomato___Septoria_leaf_spot,Tomato___Septoria_leaf_spot,21.03,CORRECT
Test Leaves - Sze Ching/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 4.jpg,Tomato___Septoria_leaf_spot,Tomato___Septoria_leaf_spot,99.93,CORRECT
Test Leaves - Sze Ching/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 3.jpg,Tomato___Septoria_leaf_spot,Tomato___Early_blight,42.14,INCORRECT
Test Leaves - Sze Ching/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 1.jpg,Tomato___Septoria_leaf_spot,Tomato___Late_blight,19.12,INCORRECT
Test Leaves - Sze Ching/,Tomato - Spider Mite,Tomato Spider Mite 2.webp,Tomato___Spider_mites Two-spotted_spider_mite,Potato___Early_blight,65.05,INCORRECT
Test Leaves - Sze Ching/,Tomato - Spider Mite,Tomato Spider Mite 1.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Late_blight,55.00,INCORRECT
Test Leaves - Sze Ching/,Tomato - Spider Mite,Tomato Spider Mite 3.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Late_blight,77.14,INCORRECT
Test Leaves - Sze Ching/,Tomato - Spider Mite,Tomato Spider Mite 5.png,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___healthy,55.04,INCORRECT
Test Leaves - Sze Ching/,Tomato - Spider Mite,Tomato Spider Mite 4.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Squash___Powdery_mildew,99.72,INCORRECT
Test Leaves - Sze Ching/,Tomato - Target Spot,Tomato Target Spot 3.webp,Tomato___Target_Spot,Apple___Apple_scab,86.88,INCORRECT
Test Leaves - Sze Ching/,Tomato - Target Spot,Tomato Target Spot 4.jpg,Tomato___Target_Spot,Tomato___Early_blight,91.21,INCORRECT
